no,queryPattern,queryName,lambdaFunctionName,sourceCodeFunctionName,queryAlias,fullSQL,shortSQL,count
33,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_3," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = '49e9303c-8c96-427c-8507-b5e064a8b7b9' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '49e9303c-8c96-427c-8507-b5e064a8b7b9' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/bc0abe59-a7bc-4805-8237-3c845d29b1c3/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = '49e9303c-8c96-427c-8507-b5e064a8b7b9' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '49e9303c-8c96-427c-8507-b5e064a8b7b9' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",15
34,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_4," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = '2f4973e6-47a0-4de8-9573-8188b5ddbe1e' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '2f4973e6-47a0-4de8-9573-8188b5ddbe1e' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/db385fa0-454c-4ece-a0b0-e5dee5526c41/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = '2f4973e6-47a0-4de8-9573-8188b5ddbe1e' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '2f4973e6-47a0-4de8-9573-8188b5ddbe1e' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",14
35,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_5," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = 'df52ea33-9e3a-46d2-b53e-779b39db95d6' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = 'df52ea33-9e3a-46d2-b53e-779b39db95d6' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/693dc3ab-2cac-4af8-a6fa-293811a96656/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = 'df52ea33-9e3a-46d2-b53e-779b39db95d6' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = 'df52ea33-9e3a-46d2-b53e-779b39db95d6' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",14
36,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_6," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = '0e0803b2-faeb-41cf-9d6a-a67c6a3ee381' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '0e0803b2-faeb-41cf-9d6a-a67c6a3ee381' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/8d80a9a1-8417-4b90-a983-686397bba70f/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = '0e0803b2-faeb-41cf-9d6a-a67c6a3ee381' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '0e0803b2-faeb-41cf-9d6a-a67c6a3ee381' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",12
37,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_7," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = '993443f0-2b9c-4b9c-aea6-0242046e3bbf' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '993443f0-2b9c-4b9c-aea6-0242046e3bbf' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/2d983532-71b3-4c26-90f4-e9e66d55cf8f/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = '993443f0-2b9c-4b9c-aea6-0242046e3bbf' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '993443f0-2b9c-4b9c-aea6-0242046e3bbf' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",12
38,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_8," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = 'a1c3e920-aaf2-4d93-9e0b-bc1d71aebe47' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = 'a1c3e920-aaf2-4d93-9e0b-bc1d71aebe47' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/fa74cc2b-b8ca-4bc2-ad31-5c8ec00ea398/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = 'a1c3e920-aaf2-4d93-9e0b-bc1d71aebe47' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = 'a1c3e920-aaf2-4d93-9e0b-bc1d71aebe47' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",12
39,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_9," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = '1bfbea8c-f10d-456a-b940-e6088137b4da' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '1bfbea8c-f10d-456a-b940-e6088137b4da' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/cfba65e6-04b5-411f-b16a-5f851f58f135/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = '1bfbea8c-f10d-456a-b940-e6088137b4da' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '1bfbea8c-f10d-456a-b940-e6088137b4da' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",11
40,Q4,Usage Log Csv,prd-coupon-InvokeCouponUsageLogCsvUrl-function,usageLogCsvSql,Q4_10," unload ($$ SELECT l.couponId AS ""クーポン交換ID"", o.name AS ""組織名"", l.couponCode AS ""クーポンコード"", l.couponName AS ""クーポン名"", l.url AS ""消し込みURL"", l.barcode AS ""バーコード番号"", l.barcodeType AS ""バーコードタイプ"", CASE l.type WHEN 'issued' THEN '発行済み' WHEN 'used' THEN '使用済み' ELSE 'キャンセル' END AS ""ステータス"", to_char(DATEADD(hour, 9, TIMESTAMP 'epoch' + (l.createAtMillis / 1000) * INTERVAL '1 second'), 'YYYY/MM/DD"" ""HH24:MI') AS ""日時"", o2.name AS ""利用店舗"", l.terminalNumber AS ""端末コード"", o2.customershopcode AS ""顧客店舗コード"" FROM coupon_logs l JOIN organization o ON o.resourceId = l.organizationId LEFT JOIN organization o2 ON o2.resourceId = l.usedShopId WHERE l.type <> 'displayed' AND l.couponMasterId = '3255875a-d2a4-4215-9ca4-212ccc428269' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '3255875a-d2a4-4215-9ca4-212ccc428269' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to 's3://prd-coupon-redshift-bucket-ap-northeast-1-856562439801/aab07bd0-f96b-4d80-85fc-fd84ace3aaee/' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF "," _SAME_ AND l.couponMasterId = '3255875a-d2a4-4215-9ca4-212ccc428269' AND NOT EXISTS ( SELECT 1 FROM coupon_logs AS l2 WHERE l.couponId = l2.couponId AND l2.type <> 'displayed' AND l.createAtMillis < l2.createAtMillis ) AND l.couponMasterId = '3255875a-d2a4-4215-9ca4-212ccc428269' AND l.type IN ('','','used','') ORDER BY l.couponName, l.barcode, l.couponId, l.createAtMillis, l.type, o.name $$) to '_S3_PATH_' iam_role 'arn:aws:iam::856562439801:role/coupon-redshift-cluster-role' DELIMITER ',' ADDQUOTES HEADER PARALLEL OFF ",11
41,Q5,Display Aggregate Json,prd-coupon-invokeCouponDisplayAggregateJson-function,byCouponMasterSql,Q5_1," SELECT l.couponMasterId, o.resourceId, o.name, l.couponCode, l.couponName, ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'issued' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type = 'issued' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""発行数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'used' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""使用済数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'canceled' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""キャンセル"", (SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'displayed' AND l2.couponMasterId = l.couponMasterId) FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '8219ca6d-38a1-447f-a59a-6b9cdee52985' AND l.couponName LIKE '%2311%' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 "," _SAME_ FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '8219ca6d-38a1-447f-a59a-6b9cdee52985' AND l.couponName LIKE '%2311%' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 ",26
42,Q5,Display Aggregate Json,prd-coupon-invokeCouponDisplayAggregateJson-function,byCouponMasterSql,Q5_2," SELECT l.couponMasterId, o.resourceId, o.name, l.couponCode, l.couponName, ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'issued' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type = 'issued' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""発行数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'used' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""使用済数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'canceled' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""キャンセル"", (SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'displayed' AND l2.couponMasterId = l.couponMasterId) FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '2d604e05-5c13-423f-ae98-7f29dc5cc1cf' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 "," _SAME_ FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '2d604e05-5c13-423f-ae98-7f29dc5cc1cf' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 ",17
43,Q5,Display Aggregate Json,prd-coupon-invokeCouponDisplayAggregateJson-function,byCouponMasterSql,Q5_3," SELECT l.couponMasterId, o.resourceId, o.name, l.couponCode, l.couponName, ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'issued' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type = 'issued' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""発行数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'used' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""使用済数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'canceled' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""キャンセル"", (SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'displayed' AND l2.couponMasterId = l.couponMasterId) FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '2d604e05-5c13-423f-ae98-7f29dc5cc1cf' AND l.couponCode LIKE '%0001%' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 "," _SAME_ FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '2d604e05-5c13-423f-ae98-7f29dc5cc1cf' AND l.couponCode LIKE '%0001%' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 ",12
44,Q5,Display Aggregate Json,prd-coupon-invokeCouponDisplayAggregateJson-function,byCouponMasterSql,Q5_4," SELECT l.couponMasterId, o.resourceId, o.name, l.couponCode, l.couponName, ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'issued' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type = 'issued' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""発行数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'used' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""使用済数"", ( SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'canceled' AND l2.couponMasterId = l.couponMasterId AND NOT EXISTS( SELECT 1 FROM coupon_logs AS l3 WHERE l2.couponId = l3.couponId AND l3.type <> 'displayed' AND l2.createAtMillis < l3.createAtMillis ) ) AS ""キャンセル"", (SELECT COUNT(*) FROM coupon_logs l2 WHERE l2.type = 'displayed' AND l2.couponMasterId = l.couponMasterId) FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '2d604e05-5c13-423f-ae98-7f29dc5cc1cf' AND l.couponCode LIKE '%0003%' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 "," _SAME_ FROM coupon_logs l JOIN ( SELECT couponMasterId, MAX(createAtMillis) AS createAtMillis FROM coupon_logs GROUP BY couponMasterId ) latest ON l.couponMasterId = latest.couponMasterId AND l.createAtMillis = latest.createAtMillis JOIN organization_closure oc ON oc.childId = l.organizationId JOIN organization o ON o.resourceId = l.organizationId WHERE oc.parentId = '2d604e05-5c13-423f-ae98-7f29dc5cc1cf' AND l.couponCode LIKE '%0003%' ORDER BY l.couponCode, l.couponName, l.createAtMillis, o.resourceId LIMIT 100 OFFSET 0 ",9
